Number items,50
Number scenarios,100
Capacity,100
Item,Revenue
0,2
1,6
2,6
3,8
4,7
5,9
6,8
7,9
8,2
9,6
10,6
11,8
12,1
13,2
14,4
15,5
16,9
17,2
18,4
19,6
20,3
21,3
22,7
23,2
24,8
25,3
26,3
27,5
28,2
29,7
30,6
31,4
32,5
33,9
34,9
35,5
36,2
37,2
38,8
39,5
40,5
41,9
42,2
43,5
44,7
45,9
46,7
47,3
48,4
49,1
Scenario,probability,Item 0 weight,Item 1 weight,Item 2 weight,Item 3 weight,Item 4 weight,Item 5 weight,Item 6 weight,Item 7 weight,Item 8 weight,Item 9 weight,Item 10 weight,Item 11 weight,Item 12 weight,Item 13 weight,Item 14 weight,Item 15 weight,Item 16 weight,Item 17 weight,Item 18 weight,Item 19 weight,Item 20 weight,Item 21 weight,Item 22 weight,Item 23 weight,Item 24 weight,Item 25 weight,Item 26 weight,Item 27 weight,Item 28 weight,Item 29 weight,Item 30 weight,Item 31 weight,Item 32 weight,Item 33 weight,Item 34 weight,Item 35 weight,Item 36 weight,Item 37 weight,Item 38 weight,Item 39 weight,Item 40 weight,Item 41 weight,Item 42 weight,Item 43 weight,Item 44 weight,Item 45 weight,Item 46 weight,Item 47 weight,Item 48 weight,Item 49 weight,
12,0.01,2,3,4,5,8,4,8,4,7,8,10,4,7,8,2,10,3,5,5,7,8,10,9,3,8,10,9,6,8,2,10,6,4,7,4,4,6,9,2,10,4,5,6,2,10,2,10,10,6,8,
13,0.01,10,7,7,9,9,4,4,4,8,3,10,2,5,4,9,3,9,5,7,8,10,9,10,3,7,5,2,9,7,2,9,10,3,2,2,5,3,10,10,3,2,10,10,3,8,9,3,2,4,7,
14,0.01,6,3,4,8,5,3,8,10,2,9,8,4,4,5,7,5,4,8,3,6,10,10,6,2,8,7,7,7,3,3,7,5,6,4,10,3,9,9,10,4,7,2,9,4,7,6,2,4,3,2,
15,0.01,7,6,3,3,10,10,3,3,5,6,7,2,6,6,10,2,10,7,5,5,5,8,7,8,3,4,4,4,7,9,3,10,9,10,10,10,2,9,7,5,3,2,8,3,4,10,2,8,6,3,
16,0.01,4,10,2,5,10,10,5,7,3,3,3,7,10,10,2,3,10,7,5,4,2,9,8,9,3,4,7,3,8,8,7,2,6,4,4,8,6,8,4,5,5,6,8,6,6,9,2,8,5,8,
17,0.01,4,8,7,6,9,8,6,5,9,10,9,6,4,2,10,2,3,5,3,3,2,6,2,6,10,3,6,10,3,5,2,3,9,2,2,6,6,8,5,3,6,8,6,5,4,4,10,8,2,2,
18,0.01,3,6,2,3,8,3,4,10,8,2,2,7,10,8,5,4,7,7,2,7,2,8,2,5,2,9,10,7,4,10,5,8,7,4,3,3,7,7,10,8,3,2,4,9,2,8,10,7,2,5,
19,0.01,7,4,3,2,2,7,2,5,3,4,7,7,10,9,7,6,3,4,3,7,6,10,10,4,6,8,2,5,2,8,8,2,9,4,5,5,10,4,6,4,8,7,3,6,10,5,10,8,7,9,
20,0.01,3,3,10,8,8,9,8,3,3,6,7,6,2,10,2,9,4,4,4,4,6,4,2,4,9,10,10,6,10,5,6,7,9,3,7,7,6,5,6,2,2,7,9,5,6,9,3,5,8,10,
21,0.01,2,2,7,10,6,4,4,2,7,4,5,2,5,6,5,5,3,9,8,5,10,8,8,5,5,7,3,6,3,10,7,6,3,10,6,3,10,8,3,9,5,10,9,8,6,2,9,9,4,6,
22,0.01,2,7,9,4,6,9,2,3,9,7,2,5,8,5,3,3,3,7,8,7,3,4,10,4,10,7,5,4,4,3,4,5,2,6,3,7,2,4,4,9,6,6,7,7,6,5,10,9,9,7,
23,0.01,2,5,10,7,6,9,4,7,4,7,10,9,5,8,3,3,3,3,10,9,5,4,3,7,8,7,4,4,5,9,9,2,9,2,2,9,4,8,5,10,4,8,4,8,4,7,9,9,6,10,
24,0.01,3,7,2,4,9,4,5,9,7,6,5,6,5,10,3,4,5,9,2,6,3,10,5,2,9,4,3,6,4,3,4,10,2,2,5,10,3,4,2,7,10,4,2,3,4,7,6,8,10,4,
25,0.01,10,8,5,6,4,2,8,6,5,9,4,8,4,4,5,9,10,7,10,9,5,7,9,7,6,10,8,8,5,9,8,10,8,7,8,4,4,5,3,9,2,4,2,7,4,8,7,8,3,8,
26,0.01,7,10,9,10,4,8,9,2,7,2,9,9,9,4,10,4,2,6,5,7,6,8,6,5,4,5,7,5,10,2,9,5,3,9,8,2,7,2,4,3,5,4,2,5,10,5,7,6,6,7,
27,0.01,2,2,10,5,8,4,6,8,9,10,2,4,4,6,4,6,10,6,3,5,8,2,8,10,8,3,7,8,9,8,6,5,9,4,10,7,10,5,9,8,2,7,2,5,3,3,7,4,10,3,
28,0.01,3,9,9,3,2,3,6,7,5,9,3,4,6,5,9,4,10,9,9,3,9,3,2,3,3,6,3,3,2,5,2,4,9,3,2,10,6,10,9,6,3,5,7,10,2,3,7,2,8,3,
29,0.01,3,10,4,9,5,3,10,9,10,2,8,4,8,10,7,7,9,10,6,9,3,4,4,6,5,2,3,2,6,3,7,10,10,7,8,10,2,6,8,2,3,9,7,6,8,2,7,8,4,3,
30,0.01,10,7,9,7,4,3,9,10,9,2,9,10,4,3,3,2,6,6,9,5,6,3,3,3,3,8,10,10,7,2,7,5,4,3,4,10,9,5,3,8,4,8,9,9,5,5,9,2,7,10,
31,0.01,8,6,7,9,4,10,9,8,8,6,9,6,3,9,2,6,2,5,5,3,10,9,3,10,2,2,9,4,4,4,5,4,6,10,3,2,10,6,2,6,8,5,10,7,2,9,4,3,6,2,
32,0.01,8,3,6,9,4,10,5,6,5,2,9,6,5,4,2,10,5,7,9,2,2,6,3,8,5,10,4,4,6,2,6,3,10,5,3,4,8,4,6,2,4,9,6,3,3,6,8,10,3,3,
33,0.01,8,2,8,6,5,10,4,9,4,8,2,5,5,4,2,9,9,5,8,3,4,6,3,10,5,9,10,2,2,7,2,8,2,8,4,7,6,7,9,4,10,2,4,7,6,9,10,6,7,2,
34,0.01,2,6,2,6,8,9,10,2,3,4,5,9,4,5,10,6,6,8,4,8,7,3,10,8,7,6,6,6,5,8,10,4,6,2,9,7,9,6,10,10,6,10,9,6,8,8,2,5,8,4,
35,0.01,3,8,5,7,4,2,4,7,4,5,5,7,9,6,5,7,6,9,6,3,5,10,9,4,8,6,9,8,9,6,6,3,10,8,7,4,5,5,9,9,7,4,2,8,10,3,3,3,2,3,
36,0.01,3,3,5,9,9,10,4,10,7,10,7,10,10,2,5,9,7,2,7,2,2,8,7,9,2,7,6,4,9,10,4,2,8,6,10,4,2,10,6,10,5,5,10,6,3,3,3,10,8,8,
37,0.01,8,4,7,3,9,8,3,4,7,9,7,4,5,2,7,7,10,10,10,2,7,4,7,10,4,3,5,2,3,7,3,7,2,2,4,5,6,4,7,3,6,7,8,5,9,10,9,3,2,7,
38,0.01,8,10,7,2,5,2,7,8,8,7,6,3,7,3,6,4,3,7,7,9,5,2,4,5,8,8,7,6,7,2,5,5,3,6,7,3,2,2,5,5,4,2,2,8,5,8,4,10,6,10,
39,0.01,4,6,2,3,8,7,10,10,9,2,6,3,4,4,2,5,4,10,2,2,5,4,4,5,7,10,8,10,7,2,10,4,3,6,6,2,3,2,10,6,5,10,7,4,10,4,4,4,10,9,
40,0.01,10,7,10,10,3,10,10,9,6,3,10,10,4,7,4,3,7,7,4,6,2,3,4,5,10,10,9,6,9,7,2,9,10,9,10,8,4,3,4,2,9,10,8,6,7,10,7,2,2,5,
41,0.01,8,4,3,8,2,3,10,9,4,7,8,9,9,9,7,4,4,3,3,10,4,5,9,6,9,5,7,9,9,10,9,10,8,2,7,8,2,8,6,9,9,8,10,3,4,3,3,10,10,4,
42,0.01,4,2,5,7,10,9,6,3,8,6,6,7,9,5,4,10,10,9,7,9,4,5,4,5,4,10,5,9,7,8,8,9,6,10,6,8,8,10,9,2,9,5,4,6,8,3,3,10,10,2,
43,0.01,3,4,7,3,2,9,8,2,8,4,4,3,2,4,10,9,4,3,6,3,8,8,3,5,4,5,3,6,2,10,8,7,4,6,6,10,8,8,6,7,10,8,4,10,3,9,6,6,2,5,
44,0.01,3,8,6,2,2,8,3,2,4,7,10,6,6,5,4,4,7,3,9,3,2,6,9,2,9,9,2,6,5,3,9,7,10,6,4,2,6,3,2,8,4,10,6,10,7,6,2,6,7,4,
45,0.01,5,8,2,9,2,10,10,4,4,3,6,6,9,9,3,3,5,7,5,5,8,10,3,3,5,7,10,6,3,3,10,6,3,3,5,7,8,8,5,7,4,7,8,8,6,9,3,6,3,8,
46,0.01,7,5,3,10,6,4,6,7,4,2,9,4,4,7,8,6,2,10,9,7,9,4,6,8,10,4,5,2,4,8,7,2,9,3,10,5,8,7,3,2,6,7,5,7,5,8,4,6,6,4,
47,0.01,2,8,2,8,4,3,9,4,3,3,6,5,8,5,10,3,8,8,7,6,6,8,8,3,7,3,2,7,7,4,5,10,5,6,7,6,4,3,5,5,10,10,6,8,9,3,3,4,2,8,
48,0.01,8,9,10,3,8,3,4,9,3,3,5,6,3,4,5,6,6,6,3,10,2,10,4,2,2,9,7,6,9,5,6,8,5,2,3,7,6,2,8,4,7,9,5,8,7,7,7,7,6,4,
49,0.01,5,7,9,6,7,5,8,8,3,8,6,8,8,10,2,7,8,4,6,7,9,10,6,7,10,5,9,7,6,5,2,7,9,7,4,4,3,10,2,8,8,3,7,9,2,2,10,8,10,10,
50,0.01,3,3,6,9,3,3,7,7,6,6,6,2,10,8,8,8,4,8,4,10,9,6,9,5,10,10,2,10,7,5,5,2,6,5,2,9,3,9,7,9,3,9,8,2,7,2,5,8,10,8,
51,0.01,3,7,8,7,6,9,5,8,10,2,3,2,3,7,6,7,3,7,5,2,3,3,10,8,7,10,10,4,7,8,9,7,3,7,5,7,7,5,9,9,2,7,3,9,7,4,2,3,5,6,
52,0.01,8,4,7,6,7,7,2,2,9,6,10,4,3,9,9,6,4,7,10,9,3,6,9,2,10,9,2,10,10,9,3,3,7,8,6,7,2,10,6,5,4,10,4,3,3,8,7,9,9,5,
53,0.01,7,6,9,5,3,5,7,8,2,7,3,3,8,3,6,7,6,4,6,8,4,8,7,7,5,5,2,10,5,10,4,4,8,2,8,2,6,4,2,2,8,7,3,5,3,10,4,6,3,3,
54,0.01,7,5,7,8,9,7,5,8,9,3,3,5,6,10,5,4,9,6,5,8,6,3,10,10,8,10,3,7,9,8,9,8,9,5,5,4,6,8,5,10,8,8,7,5,3,6,8,5,2,4,
55,0.01,8,9,3,7,7,10,3,7,5,6,5,10,7,4,8,3,5,2,3,10,6,8,9,4,4,7,4,9,3,7,8,9,6,8,8,5,4,2,8,6,8,2,6,4,7,7,10,3,7,4,
56,0.01,7,2,6,10,2,3,5,5,8,6,3,9,7,7,9,3,10,6,7,8,6,5,5,10,2,4,6,4,2,7,5,4,5,7,9,4,6,6,4,9,5,2,9,6,9,3,4,2,10,4,
57,0.01,2,10,8,10,8,6,9,4,10,5,7,7,5,8,8,10,7,3,9,2,8,8,4,8,8,5,5,6,4,2,4,6,9,4,8,8,5,10,3,8,5,6,10,7,2,3,5,6,4,4,
58,0.01,4,8,8,10,4,7,8,6,7,2,9,5,7,3,4,2,10,3,10,4,8,4,9,2,8,7,4,10,7,9,10,7,9,4,3,7,2,9,4,3,5,7,7,10,4,4,4,4,6,6,
59,0.01,6,9,7,8,4,8,10,3,2,9,6,2,10,7,3,3,4,4,10,8,9,6,7,6,6,5,4,6,9,10,10,4,2,7,4,10,6,10,4,5,2,2,3,7,5,8,6,5,7,9,
60,0.01,7,3,10,4,2,7,7,8,10,5,4,8,8,2,4,7,4,8,5,5,7,4,8,9,4,8,10,5,5,8,7,10,5,2,8,5,7,10,6,2,9,4,8,3,4,8,4,9,2,3,
61,0.01,7,8,5,2,4,2,9,5,6,10,8,2,6,2,8,9,8,3,5,5,9,8,9,9,8,9,9,7,8,10,2,3,7,8,6,4,4,5,7,5,2,9,10,5,4,5,4,7,2,2,
62,0.01,9,6,9,2,5,8,8,6,4,10,5,7,3,4,8,8,3,2,6,9,5,10,8,10,10,3,9,8,4,4,7,10,4,2,2,6,4,2,3,8,5,5,2,7,6,7,10,2,10,9,
63,0.01,8,6,7,3,7,4,2,10,2,2,5,10,9,5,7,8,2,8,9,2,9,8,6,5,6,9,4,8,8,9,8,10,9,7,7,3,3,4,2,7,5,9,8,7,10,6,3,2,3,8,
64,0.01,6,5,3,4,6,9,8,9,5,6,3,7,9,9,4,5,8,2,10,7,9,2,8,6,10,7,4,4,5,5,8,5,2,6,4,6,7,4,6,2,9,5,9,3,8,9,3,8,5,10,
65,0.01,9,3,10,6,9,10,5,2,8,6,2,9,8,7,5,2,3,6,7,2,9,6,6,10,8,6,10,3,6,4,3,6,2,6,5,7,2,5,6,5,5,3,3,5,9,5,4,8,8,2,
66,0.01,7,5,2,6,7,10,3,10,8,2,3,7,8,4,10,6,7,5,10,7,2,4,7,2,10,8,7,6,2,7,2,4,5,10,9,3,4,10,6,7,10,9,8,9,2,8,2,7,2,8,
67,0.01,9,5,5,5,7,10,3,8,3,2,5,5,2,8,4,2,8,5,8,5,9,2,4,5,7,9,3,5,9,9,2,5,2,8,7,9,6,6,5,4,10,4,4,10,7,9,10,10,9,5,
68,0.01,8,5,6,7,9,8,5,3,6,9,3,7,5,7,8,6,9,9,7,5,3,10,6,3,5,8,2,2,8,5,10,2,3,6,4,4,5,5,4,10,6,7,3,3,2,2,8,8,3,9,
69,0.01,3,7,10,8,7,9,3,9,7,5,9,9,7,5,7,2,7,6,6,4,7,9,10,5,9,2,6,4,7,10,5,8,5,2,10,4,3,9,9,5,9,9,9,6,3,6,3,7,7,2,
70,0.01,5,3,4,4,7,10,3,4,2,8,8,7,5,2,2,2,7,6,6,10,9,5,2,4,7,7,9,10,5,5,6,10,2,3,7,4,10,10,10,3,9,2,6,2,4,6,10,9,10,7,
71,0.01,2,8,6,5,10,9,9,7,6,3,2,4,2,2,6,2,4,3,4,7,6,6,9,2,9,8,9,6,2,4,8,2,5,5,5,2,7,7,3,4,6,9,4,3,6,9,9,2,9,5,
72,0.01,4,3,8,4,2,4,2,3,3,4,3,6,8,10,10,3,10,10,7,8,2,8,3,10,2,2,4,10,9,9,4,10,2,6,10,5,10,2,10,10,5,2,8,10,5,3,10,8,8,10,
73,0.01,7,9,9,6,6,7,9,10,3,4,10,6,7,10,10,9,8,9,7,5,8,8,2,5,4,7,4,8,10,8,10,7,4,4,10,9,8,5,8,10,9,8,2,10,9,5,2,10,8,4,
74,0.01,8,7,2,8,9,6,8,7,7,7,5,9,4,9,9,3,10,2,6,3,8,4,10,3,8,6,5,8,7,9,8,7,9,10,10,9,10,8,2,2,9,2,5,5,8,3,7,8,4,9,
75,0.01,3,9,2,9,7,7,4,7,8,7,9,7,4,6,8,2,4,9,7,7,6,5,10,4,7,5,10,10,2,8,5,5,2,8,4,8,9,3,9,3,5,8,4,4,7,8,7,4,6,4,
76,0.01,3,9,9,2,6,4,7,5,4,9,7,10,9,3,6,4,4,2,9,2,7,3,9,9,9,3,8,7,9,3,10,2,5,6,2,5,7,8,8,3,4,4,7,9,4,5,3,2,6,4,
77,0.01,6,4,2,9,4,5,4,6,7,10,2,5,3,8,7,2,2,5,7,6,9,10,2,2,4,2,7,9,9,3,6,2,4,7,6,2,5,9,5,8,6,9,8,7,2,5,5,2,3,5,
78,0.01,6,7,9,8,10,4,5,10,5,8,9,9,10,3,4,9,8,6,3,5,3,3,10,7,8,9,8,7,9,5,6,8,7,8,8,5,2,9,5,4,2,5,10,9,2,5,6,3,4,8,
79,0.01,7,7,8,8,3,10,6,6,8,10,6,7,9,9,2,10,4,7,4,9,7,8,7,3,3,10,7,9,2,5,8,2,5,2,8,7,5,4,6,9,8,6,6,9,6,4,9,4,7,2,
80,0.01,7,3,2,5,4,5,2,5,7,9,5,9,2,2,10,4,6,8,8,4,3,2,3,6,2,2,8,5,10,3,3,9,2,9,5,3,7,3,5,4,7,7,3,4,2,8,10,4,8,10,
81,0.01,2,9,5,4,7,7,4,9,6,9,3,9,7,5,9,3,9,9,3,3,5,3,9,2,3,9,8,10,4,4,8,7,2,7,4,6,5,9,10,2,10,2,7,9,5,6,4,7,3,6,
82,0.01,6,8,3,7,2,8,7,10,7,2,4,5,2,7,2,4,8,5,6,9,5,4,4,10,6,10,2,10,3,10,8,8,3,5,4,2,8,8,2,7,3,9,10,8,2,2,10,2,10,2,
83,0.01,2,10,6,10,3,3,10,10,3,2,4,3,8,7,7,10,8,5,9,3,4,4,4,8,2,5,5,8,5,4,5,5,4,2,4,9,4,6,7,5,3,5,6,8,2,6,2,6,2,2,
84,0.01,2,10,2,7,2,6,8,5,2,5,7,4,9,6,5,7,9,8,2,2,9,2,8,2,5,5,5,6,4,8,7,2,9,7,9,10,6,9,10,4,10,6,7,7,3,6,10,6,6,4,
85,0.01,3,9,7,8,5,10,4,5,3,7,5,3,9,3,2,2,6,8,10,2,7,8,3,5,10,6,4,4,3,2,4,2,6,9,8,8,5,4,3,5,4,7,8,8,5,4,10,8,4,3,
86,0.01,4,7,10,9,5,10,7,7,10,3,5,4,5,6,3,8,9,8,6,9,7,6,7,7,9,10,4,3,8,10,7,8,3,3,3,6,5,5,5,2,2,3,10,3,2,9,8,8,10,9,
87,0.01,5,4,9,2,5,10,3,6,9,8,9,10,8,6,4,8,9,6,6,10,5,10,3,6,6,6,2,4,2,2,5,3,8,4,2,3,7,9,8,2,3,10,5,9,8,8,3,2,2,2,
88,0.01,2,8,2,4,10,2,2,3,7,8,7,2,9,6,7,6,10,10,8,8,4,7,8,3,10,7,5,2,6,2,6,2,5,4,10,3,4,4,4,4,2,9,6,3,9,5,7,9,4,6,
89,0.01,3,8,7,5,3,6,6,7,5,7,7,2,2,3,3,8,6,3,4,4,4,3,2,7,7,10,5,8,2,3,8,3,4,10,3,2,4,10,5,10,10,5,3,5,4,5,9,2,6,4,
90,0.01,5,8,2,9,6,4,5,9,4,4,9,7,10,8,9,8,3,3,9,4,4,7,10,10,7,7,10,7,4,5,8,6,7,10,2,4,3,5,3,6,10,4,9,5,8,7,5,5,10,3,
91,0.01,3,9,2,7,5,8,10,2,3,9,5,10,4,9,3,7,6,9,10,10,6,10,3,9,6,6,2,8,5,6,3,4,2,8,2,3,5,7,10,7,10,7,3,2,10,8,4,2,5,4,
92,0.01,5,5,8,7,7,2,4,4,3,9,9,9,9,10,5,5,4,6,9,7,9,8,9,8,3,3,2,5,3,6,5,9,9,9,9,4,6,6,7,9,9,9,6,8,5,6,10,7,3,9,
93,0.01,4,8,9,5,6,3,4,10,2,2,7,3,2,6,10,5,5,7,5,2,9,10,3,8,4,10,3,2,2,5,6,2,10,6,3,5,5,6,6,10,6,9,6,5,3,2,5,8,8,3,
94,0.01,7,5,6,4,2,5,3,6,6,10,7,7,3,9,3,8,6,4,4,2,4,5,4,8,7,7,3,6,3,4,5,5,5,7,7,9,10,10,8,10,4,7,8,6,6,10,2,8,9,4,
95,0.01,5,2,5,9,6,10,3,2,2,7,6,10,5,7,5,9,3,8,6,10,7,2,3,5,6,5,2,5,2,4,6,9,9,3,4,10,5,5,7,5,5,6,8,3,10,5,8,10,6,4,
96,0.01,2,9,2,4,7,3,6,10,10,3,6,3,10,6,3,9,7,8,4,4,7,4,5,9,3,2,9,5,10,9,7,5,6,5,6,9,2,5,9,6,9,6,9,4,2,3,8,3,10,3,
97,0.01,4,4,9,3,4,8,4,10,5,7,7,3,8,2,9,7,4,2,7,7,6,3,6,8,5,2,4,4,8,4,2,2,4,2,5,4,3,9,4,7,4,10,3,8,3,6,5,5,7,6,
98,0.01,2,2,2,2,3,3,9,4,7,10,9,7,4,2,7,5,10,4,4,2,9,5,6,8,5,8,9,10,3,4,7,6,3,2,6,7,3,4,8,6,7,3,9,6,2,6,4,2,3,2,
99,0.01,5,10,2,4,8,5,5,4,8,7,2,9,7,2,4,7,4,9,7,7,3,2,10,2,7,10,5,10,8,3,4,2,3,7,3,8,2,5,9,8,10,6,10,7,5,5,3,8,10,10,
